item_id,label,answer,target_date,window_start,window_end,longitude,latitude,burned_area_ha,source_file,source_sample,fold
mesogeos-neg-14647-2021-02-16,0,no,2021-02-16,2021-01-17,2021-02-15,8.2005,44.9605,,negatives.csv,14647,2
mesogeos-pos-04798-2021-02-17,1,yes,2021-02-17,2021-01-18,2021-02-16,29.3554,36.3012,307.0,positives.csv,4798,4
mesogeos-neg-14648-2021-02-17,0,no,2021-02-17,2021-01-18,2021-02-16,-7.02378,33.6732,,negatives.csv,14648,8
mesogeos-neg-14649-2021-02-18,0,no,2021-02-18,2021-01-19,2021-02-17,-7.38627,39.7145,,negatives.csv,14649,1
mesogeos-neg-14650-2021-02-19,0,no,2021-02-19,2021-01-20,2021-02-18,21.5721,39.5937,,negatives.csv,14650,5
mesogeos-neg-14651-2021-02-20,0,no,2021-02-20,2021-01-21,2021-02-19,-0.0157803,40.2281,,negatives.csv,14651,3
mesogeos-neg-14652-2021-02-20,0,no,2021-02-20,2021-01-21,2021-02-19,-7.51716,41.6075,,negatives.csv,14652,1
mesogeos-neg-14653-2021-02-21,0,no,2021-02-21,2021-01-22,2021-02-20,-0.70047,42.0606,,negatives.csv,14653,7
mesogeos-neg-14654-2021-02-21,0,no,2021-02-21,2021-01-22,2021-02-20,-7.57758,41.5471,,negatives.csv,14654,2
mesogeos-neg-14655-2021-02-22,0,no,2021-02-22,2021-01-23,2021-02-21,22.0453,38.0431,,negatives.csv,14655,9
mesogeos-pos-03650-2021-02-23,1,yes,2021-02-23,2021-01-24,2021-02-22,8.08974,43.9637,61.0,positives.csv,3650,5
mesogeos-neg-14656-2021-02-23,0,no,2021-02-23,2021-01-24,2021-02-22,28.7513,39.9763,,negatives.csv,14656,5
mesogeos-pos-05955-2021-02-24,1,yes,2021-02-24,2021-01-25,2021-02-23,16.1449,44.0643,39.0,positives.csv,5955,5
mesogeos-neg-14657-2021-02-24,0,no,2021-02-24,2021-01-25,2021-02-23,11.4729,42.4634,,negatives.csv,14657,7
mesogeos-neg-14658-2021-02-25,0,no,2021-02-25,2021-01-26,2021-02-24,6.0256,35.3043,,negatives.csv,14658,9
mesogeos-neg-14659-2021-02-26,0,no,2021-02-26,2021-01-27,2021-02-25,-3.91247,42.7151,,negatives.csv,14659,2
mesogeos-pos-06579-2021-02-27,1,yes,2021-02-27,2021-01-28,2021-02-26,9.10671,42.0203,60.0,positives.csv,6579,7
mesogeos-neg-14660-2021-02-27,0,no,2021-02-27,2021-01-28,2021-02-26,29.3453,37.3785,,negatives.csv,14660,3
mesogeos-neg-14661-2021-02-27,0,no,2021-02-27,2021-01-28,2021-02-26,-0.418539,40.8322,,negatives.csv,14661,3
mesogeos-pos-02957-2021-02-28,1,yes,2021-02-28,2021-01-29,2021-02-27,13.1846,38.0129,44.0,positives.csv,2957,5
mesogeos-pos-05959-2021-02-28,1,yes,2021-02-28,2021-01-29,2021-02-27,20.5652,40.0166,42.0,positives.csv,5959,6
mesogeos-pos-05965-2021-02-28,1,yes,2021-02-28,2021-01-29,2021-02-27,17.9573,43.1682,101.0,positives.csv,5965,7
mesogeos-neg-14662-2021-02-28,0,no,2021-02-28,2021-01-29,2021-02-27,21.7433,38.1539,,negatives.csv,14662,7
mesogeos-pos-05958-2021-03-01,1,yes,2021-03-01,2021-01-30,2021-02-28,18.8535,42.3425,354.0,positives.csv,5958,7
mesogeos-pos-05961-2021-03-01,1,yes,2021-03-01,2021-01-30,2021-02-28,18.4205,42.7554,228.0,positives.csv,5961,7
mesogeos-neg-14663-2021-03-01,0,no,2021-03-01,2021-01-30,2021-02-28,30.2818,39.6139,,negatives.csv,14663,3
mesogeos-pos-05960-2021-03-02,1,yes,2021-03-02,2021-01-31,2021-03-01,20.1222,39.9763,86.0,positives.csv,5960,1
mesogeos-pos-06578-2021-03-02,1,yes,2021-03-02,2021-01-31,2021-03-01,8.95567,42.3425,128.0,positives.csv,6578,4
mesogeos-neg-14664-2021-03-02,0,no,2021-03-02,2021-01-31,2021-03-01,-4.06351,37.4088,,negatives.csv,14664,3
mesogeos-neg-14665-2021-03-02,0,no,2021-03-02,2021-01-31,2021-03-01,-2.42226,42.121,,negatives.csv,14665,5
mesogeos-neg-14666-2021-03-02,0,no,2021-03-02,2021-01-31,2021-03-01,-4.42599,40.7214,,negatives.csv,14666,7
mesogeos-neg-14667-2021-03-02,0,no,2021-03-02,2021-01-31,2021-03-01,-3.7413,39.3823,,negatives.csv,14667,9
mesogeos-neg-14668-2021-03-02,0,no,2021-03-02,2021-01-31,2021-03-01,16.1147,38.3754,,negatives.csv,14668,3
mesogeos-neg-14669-2021-03-02,0,no,2021-03-02,2021-01-31,2021-03-01,22.0957,38.8285,,negatives.csv,14669,8
mesogeos-pos-02956-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,16.004,39.5031,123.0,positives.csv,2956,5
mesogeos-pos-05957-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,18.8837,42.5641,81.0,positives.csv,5957,1
mesogeos-pos-05963-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,18.2896,42.9366,214.0,positives.csv,5963,8
mesogeos-pos-05964-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,18.4306,43.0172,399.0,positives.csv,5964,5
mesogeos-pos-05966-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,18.3299,42.8963,153.0,positives.csv,5966,3
mesogeos-pos-05970-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,17.7056,43.2689,56.0,positives.csv,5970,2
mesogeos-pos-06045-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,18.9542,42.6144,317.0,positives.csv,6045,8
mesogeos-pos-06500-2021-03-03,1,yes,2021-03-03,2021-02-01,2021-03-02,19.9006,41.9197,147.0,positives.csv,6500,5
mesogeos-neg-14670-2021-03-03,0,no,2021-03-03,2021-02-01,2021-03-02,-0.0459872,35.5259,,negatives.csv,14670,7
mesogeos-neg-14671-2021-03-03,0,no,2021-03-03,2021-02-01,2021-03-02,1.42408,35.7373,,negatives.csv,14671,1
mesogeos-neg-14672-2021-03-03,0,no,2021-03-03,2021-02-01,2021-03-02,12.8524,42.0103,,negatives.csv,14672,8
mesogeos-neg-14673-2021-03-03,0,no,2021-03-03,2021-02-01,2021-03-02,-7.23523,38.5365,,negatives.csv,14673,8
mesogeos-neg-14674-2021-03-03,0,no,2021-03-03,2021-02-01,2021-03-02,31.6914,36.9657,,negatives.csv,14674,9
mesogeos-neg-14675-2021-03-04,0,no,2021-03-04,2021-02-02,2021-03-03,-7.26544,42.2217,,negatives.csv,14675,0
mesogeos-neg-14676-2021-03-04,0,no,2021-03-04,2021-02-02,2021-03-03,27.4826,38.4761,,negatives.csv,14676,6
mesogeos-neg-14677-2021-03-04,0,no,2021-03-04,2021-02-02,2021-03-03,9.19733,35.6064,,negatives.csv,14677,4
mesogeos-neg-14678-2021-03-04,0,no,2021-03-04,2021-02-02,2021-03-03,23.2939,40.359,,negatives.csv,14678,7
mesogeos-neg-14679-2021-03-04,0,no,2021-03-04,2021-02-02,2021-03-03,29.7783,39.3118,,negatives.csv,14679,9
mesogeos-pos-03651-2021-03-05,1,yes,2021-03-05,2021-02-03,2021-03-04,15.9033,41.7888,37.0,positives.csv,3651,1
mesogeos-pos-06499-2021-03-05,1,yes,2021-03-05,2021-02-03,2021-03-04,20.243,42.2922,120.0,positives.csv,6499,7
mesogeos-neg-14680-2021-03-05,0,no,2021-03-05,2021-02-03,2021-03-04,-6.41965,39.2312,,negatives.csv,14680,5
mesogeos-neg-14681-2021-03-05,0,no,2021-03-05,2021-02-03,2021-03-04,2.43098,41.7787,,negatives.csv,14681,2
mesogeos-neg-14682-2021-03-05,0,no,2021-03-05,2021-02-03,2021-03-04,21.7131,38.6573,,negatives.csv,14682,9
mesogeos-neg-14683-2021-03-05,0,no,2021-03-05,2021-02-03,2021-03-04,30.0602,37.7108,,negatives.csv,14683,7
mesogeos-neg-14684-2021-03-05,0,no,2021-03-05,2021-02-03,2021-03-04,30.312,39.3118,,negatives.csv,14684,3
mesogeos-neg-14685-2021-03-05,0,no,2021-03-05,2021-02-03,2021-03-04,-6.92309,40.1475,,negatives.csv,14685,3
mesogeos-neg-14686-2021-03-06,0,no,2021-03-06,2021-02-04,2021-03-05,-1.07302,39.4528,,negatives.csv,14686,5
mesogeos-neg-14687-2021-03-06,0,no,2021-03-06,2021-02-04,2021-03-05,-0.156746,41.4565,,negatives.csv,14687,3
mesogeos-neg-14688-2021-03-06,0,no,2021-03-06,2021-02-04,2021-03-05,-4.4864,33.9652,,negatives.csv,14688,4
mesogeos-neg-14689-2021-03-06,0,no,2021-03-06,2021-02-04,2021-03-05,10.9091,42.8863,,negatives.csv,14689,5
mesogeos-neg-14690-2021-03-06,0,no,2021-03-06,2021-02-04,2021-03-05,-1.37509,41.3961,,negatives.csv,14690,7
mesogeos-pos-06498-2021-03-07,1,yes,2021-03-07,2021-02-05,2021-03-06,21.3002,40.9329,32.0,positives.csv,6498,6
mesogeos-neg-14691-2021-03-07,0,no,2021-03-07,2021-02-05,2021-03-06,7.26409,44.1046,,negatives.csv,14691,7
mesogeos-neg-14692-2021-03-07,0,no,2021-03-07,2021-02-05,2021-03-06,-2.56323,40.2583,,negatives.csv,14692,9
mesogeos-neg-14693-2021-03-07,0,no,2021-03-07,2021-02-05,2021-03-06,-5.73496,38.3653,,negatives.csv,14693,3
mesogeos-neg-14694-2021-03-07,0,no,2021-03-07,2021-02-05,2021-03-06,-1.48585,37.6303,,negatives.csv,14694,9
mesogeos-neg-14695-2021-03-07,0,no,2021-03-07,2021-02-05,2021-03-06,3.93126,36.1199,,negatives.csv,14695,6
mesogeos-neg-14696-2021-03-07,0,no,2021-03-07,2021-02-05,2021-03-06,-7.98034,40.1979,,negatives.csv,14696,2
mesogeos-neg-14697-2021-03-08,0,no,2021-03-08,2021-02-06,2021-03-07,-0.197022,40.7214,,negatives.csv,14697,0
mesogeos-neg-14698-2021-03-08,0,no,2021-03-08,2021-02-06,2021-03-07,-1.49592,40.1676,,negatives.csv,14698,0
mesogeos-neg-14699-2021-03-08,0,no,2021-03-08,2021-02-06,2021-03-07,-2.14033,38.3955,,negatives.csv,14699,5
mesogeos-neg-14700-2021-03-08,0,no,2021-03-08,2021-02-06,2021-03-07,-1.22406,41.97,,negatives.csv,14700,4
mesogeos-neg-14701-2021-03-08,0,no,2021-03-08,2021-02-06,2021-03-07,9.29802,35.3043,,negatives.csv,14701,3
mesogeos-neg-14702-2021-03-08,0,no,2021-03-08,2021-02-06,2021-03-07,27.392,39.2916,,negatives.csv,14702,6
mesogeos-pos-01600-2021-03-09,1,yes,2021-03-09,2021-02-07,2021-03-08,-6.77206,41.9901,40.0,positives.csv,1600,9
mesogeos-neg-14703-2021-03-09,0,no,2021-03-09,2021-02-07,2021-03-08,16.9303,39.3621,,negatives.csv,14703,7
mesogeos-neg-14704-2021-03-09,0,no,2021-03-09,2021-02-07,2021-03-08,10.0633,44.6181,,negatives.csv,14704,9
mesogeos-neg-14705-2021-03-09,0,no,2021-03-09,2021-02-07,2021-03-08,-0.277574,42.121,,negatives.csv,14705,0
mesogeos-neg-14706-2021-03-09,0,no,2021-03-09,2021-02-07,2021-03-08,28.3284,38.6372,,negatives.csv,14706,1
mesogeos-neg-14707-2021-03-09,0,no,2021-03-09,2021-02-07,2021-03-08,3.59898,36.4119,,negatives.csv,14707,1
mesogeos-neg-14708-2021-03-10,0,no,2021-03-10,2021-02-08,2021-03-09,16.4973,43.6717,,negatives.csv,14708,7
mesogeos-neg-14709-2021-03-10,0,no,2021-03-10,2021-02-08,2021-03-09,19.951,42.0002,,negatives.csv,14709,2
mesogeos-neg-14710-2021-03-10,0,no,2021-03-10,2021-02-08,2021-03-09,16.7491,41.0336,,negatives.csv,14710,9
mesogeos-neg-14711-2021-03-10,0,no,2021-03-10,2021-02-08,2021-03-09,-2.32157,42.6043,,negatives.csv,14711,3
mesogeos-neg-14712-2021-03-10,0,no,2021-03-10,2021-02-08,2021-03-09,26.9389,39.2212,,negatives.csv,14712,3
mesogeos-neg-14713-2021-03-10,0,no,2021-03-10,2021-02-08,2021-03-09,15.7925,38.1438,,negatives.csv,14713,7
mesogeos-neg-14714-2021-03-11,0,no,2021-03-11,2021-02-09,2021-03-10,16.014,40.9128,,negatives.csv,14714,2
mesogeos-neg-14715-2021-03-11,0,no,2021-03-11,2021-02-09,2021-03-10,1.43415,33.6832,,negatives.csv,14715,0
mesogeos-neg-14716-2021-03-11,0,no,2021-03-11,2021-02-09,2021-03-10,4.26353,36.6737,,negatives.csv,14716,2
mesogeos-neg-14717-2021-03-11,0,no,2021-03-11,2021-02-09,2021-03-10,6.78078,36.8751,,negatives.csv,14717,2
mesogeos-neg-14718-2021-03-11,0,no,2021-03-11,2021-02-09,2021-03-10,-9.33965,38.8587,,negatives.csv,14718,0
mesogeos-neg-14719-2021-03-12,0,no,2021-03-12,2021-02-10,2021-03-11,10.466,43.9334,,negatives.csv,14719,5
mesogeos-neg-14720-2021-03-12,0,no,2021-03-12,2021-02-10,2021-03-11,4.77705,44.9907,,negatives.csv,14720,9
mesogeos-neg-14721-2021-03-12,0,no,2021-03-12,2021-02-10,2021-03-11,-1.20392,34.6196,,negatives.csv,14721,6
mesogeos-neg-14722-2021-03-12,0,no,2021-03-12,2021-02-10,2021-03-11,10.6573,35.5561,,negatives.csv,14722,2
mesogeos-neg-14723-2021-03-12,0,no,2021-03-12,2021-02-10,2021-03-11,-3.4493,36.9254,,negatives.csv,14723,5
mesogeos-neg-14724-2021-03-12,0,no,2021-03-12,2021-02-10,2021-03-11,24.3914,41.0839,,negatives.csv,14724,0
mesogeos-neg-14725-2021-03-13,0,no,2021-03-13,2021-02-11,2021-03-12,-7.01372,41.6881,,negatives.csv,14725,3
mesogeos-neg-14726-2021-03-13,0,no,2021-03-13,2021-02-11,2021-03-12,-8.04075,39.2715,,negatives.csv,14726,7
mesogeos-neg-14727-2021-03-13,0,no,2021-03-13,2021-02-11,2021-03-12,30.1106,37.9928,,negatives.csv,14727,6
mesogeos-neg-14728-2021-03-13,0,no,2021-03-13,2021-02-11,2021-03-12,20.535,41.5773,,negatives.csv,14728,4
mesogeos-neg-14729-2021-03-13,0,no,2021-03-13,2021-02-11,2021-03-12,-5.97661,37.9021,,negatives.csv,14729,7
mesogeos-neg-14730-2021-03-13,0,no,2021-03-13,2021-02-11,2021-03-12,20.6961,38.758,,negatives.csv,14730,8
mesogeos-neg-14731-2021-03-14,0,no,2021-03-14,2021-02-12,2021-03-13,21.854,38.1841,,negatives.csv,14731,6
mesogeos-neg-14732-2021-03-14,0,no,2021-03-14,2021-02-12,2021-03-13,-6.91303,41.9398,,negatives.csv,14732,2
mesogeos-neg-14733-2021-03-14,0,no,2021-03-14,2021-02-12,2021-03-13,27.3416,38.325,,negatives.csv,14733,0
mesogeos-neg-14734-2021-03-14,0,no,2021-03-14,2021-02-12,2021-03-13,29.9495,38.8285,,negatives.csv,14734,6
mesogeos-neg-14735-2021-03-14,0,no,2021-03-14,2021-02-12,2021-03-13,21.3204,32.6461,,negatives.csv,14735,6
mesogeos-pos-03891-2021-03-15,1,yes,2021-03-15,2021-02-13,2021-03-14,4.75691,43.5408,52.0,positives.csv,3891,2
mesogeos-neg-14736-2021-03-15,0,no,2021-03-15,2021-02-13,2021-03-14,20.7364,41.1745,,negatives.csv,14736,1
mesogeos-neg-14737-2021-03-15,0,no,2021-03-15,2021-02-13,2021-03-14,-8.3831,38.4156,,negatives.csv,14737,2
mesogeos-neg-14738-2021-03-15,0,no,2021-03-15,2021-02-13,2021-03-14,-1.13344,40.369,,negatives.csv,14738,2
mesogeos-neg-14739-2021-03-15,0,no,2021-03-15,2021-02-13,2021-03-14,-9.36986,31.6896,,negatives.csv,14739,2
mesogeos-neg-14740-2021-03-15,0,no,2021-03-15,2021-02-13,2021-03-14,8.92547,36.4623,,negatives.csv,14740,4
mesogeos-neg-14741-2021-03-15,0,no,2021-03-15,2021-02-13,2021-03-14,35.7291,33.3409,,negatives.csv,14741,8
mesogeos-pos-01601-2021-03-16,1,yes,2021-03-16,2021-02-14,2021-03-15,-6.18806,42.695,50.0,positives.csv,1601,8
mesogeos-pos-01602-2021-03-16,1,yes,2021-03-16,2021-02-14,2021-03-15,-7.06406,40.4294,38.0,positives.csv,1602,8
mesogeos-pos-01603-2021-03-16,1,yes,2021-03-16,2021-02-14,2021-03-15,-7.48696,40.4697,44.0,positives.csv,1603,2
mesogeos-pos-03652-2021-03-16,1,yes,2021-03-16,2021-02-14,2021-03-15,8.02933,43.9737,47.0,positives.csv,3652,6
mesogeos-neg-14742-2021-03-16,0,no,2021-03-16,2021-02-14,2021-03-15,-0.650126,42.3929,,negatives.csv,14742,6
mesogeos-neg-14743-2021-03-16,0,no,2021-03-16,2021-02-14,2021-03-15,-2.01951,34.8412,,negatives.csv,14743,3
mesogeos-neg-14744-2021-03-16,0,no,2021-03-16,2021-02-14,2021-03-15,35.5478,33.7739,,negatives.csv,14744,4
mesogeos-neg-14745-2021-03-16,0,no,2021-03-16,2021-02-14,2021-03-15,3.35733,35.8078,,negatives.csv,14745,2
mesogeos-neg-14746-2021-03-16,0,no,2021-03-16,2021-02-14,2021-03-15,-2.14033,36.9657,,negatives.csv,14746,5
mesogeos-neg-14747-2021-03-16,0,no,2021-03-16,2021-02-14,2021-03-15,-7.64806,37.2174,,negatives.csv,14747,1
mesogeos-neg-14748-2021-03-17,0,no,2021-03-17,2021-02-15,2021-03-16,-3.68089,37.6605,,negatives.csv,14748,5
mesogeos-neg-14749-2021-03-17,0,no,2021-03-17,2021-02-15,2021-03-16,29.4058,36.9859,,negatives.csv,14749,0
mesogeos-neg-14750-2021-03-17,0,no,2021-03-17,2021-02-15,2021-03-16,27.6034,37.4893,,negatives.csv,14750,1
mesogeos-neg-14751-2021-03-17,0,no,2021-03-17,2021-02-15,2021-03-16,4.6965,45.0108,,negatives.csv,14751,7
mesogeos-neg-14752-2021-03-17,0,no,2021-03-17,2021-02-15,2021-03-16,-0.478953,34.9721,,negatives.csv,14752,4
mesogeos-pos-01604-2021-03-18,1,yes,2021-03-18,2021-02-16,2021-03-17,-7.72861,40.3388,330.0,positives.csv,1604,0
mesogeos-neg-14753-2021-03-18,0,no,2021-03-18,2021-02-16,2021-03-17,10.607,43.3897,,negatives.csv,14753,4
mesogeos-neg-14754-2021-03-18,0,no,2021-03-18,2021-02-16,2021-03-17,-5.10061,40.8121,,negatives.csv,14754,5
mesogeos-neg-14755-2021-03-18,0,no,2021-03-18,2021-02-16,2021-03-17,-6.57068,33.21,,negatives.csv,14755,9
mesogeos-neg-14756-2021-03-18,0,no,2021-03-18,2021-02-16,2021-03-17,7.50574,36.13,,negatives.csv,14756,5
mesogeos-neg-14757-2021-03-18,0,no,2021-03-18,2021-02-16,2021-03-17,35.7492,37.6504,,negatives.csv,14757,3
mesogeos-neg-14758-2021-03-18,0,no,2021-03-18,2021-02-16,2021-03-17,-3.54999,39.342,,negatives.csv,14758,9
mesogeos-pos-05962-2021-03-19,1,yes,2021-03-19,2021-02-17,2021-03-18,13.9499,45.0712,67.0,positives.csv,5962,0
mesogeos-neg-14759-2021-03-19,0,no,2021-03-19,2021-02-17,2021-03-18,27.2611,39.6139,,negatives.csv,14759,9
mesogeos-neg-14760-2021-03-19,0,no,2021-03-19,2021-02-17,2021-03-18,5.72353,35.5158,,negatives.csv,14760,1
